,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mfcc6 mean,mfcc6 var,mfcc7 mean,mfcc7 var,mfcc8 mean,mfcc8 var,mfcc9 mean,mfcc9 var,mfcc10 mean,mfcc10 var,mfcc11 mean,mfcc11 var,mfcc12 mean,mfcc12 var,mfcc13 mean,mfcc13 var
1800,00045,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",4284.83713755,983502.161871,7928.08304188,1832061.11561,0.224088920179,0.00853343331522,0.168778462299,2049.97294635,19.6811663905,25.7729028212,-120.22752791,6129.61301712,16.3470717234,874.281829914,25.0951221497,1044.17862543,37.2626091228,455.284013286,9.26554249896,225.409409778,12.9995779322,133.756444254,3.20699483232,190.686434099,5.94692173071,100.294480543,4.06357107054,103.742000922,1.67416990202,91.1424420517,1.86985532175,98.4937288424,2.65785282258,65.936584861,2.03235881269,62.5507203737
1840,00046,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2322.18134902,764670.801263,5228.16991052,3063854.93696,0.0808673237645,0.00265060562646,-1.27940767626,3282.53337258,24.8095022798,29.0769997226,-169.040260563,3011.15037411,79.4890359981,741.345250386,15.2876177755,435.870889739,42.7684591541,331.433283559,7.7025360135,177.238750336,17.0354878871,101.286152072,-5.97993381712,114.369262419,0.550759677661,69.7015095847,0.0776478968922,74.3829975827,-0.915624627058,88.1892954774,0.867980586715,78.7303189832,-1.58006985764,55.4772312827,-2.89593591639,60.9884225105
1880,00047,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2478.35304341,623514.389099,4759.50558685,1272250.53268,0.114936864099,0.00493412925077,-3.45229399331,2695.60909331,21.6451799273,30.5957306053,-140.279349127,4137.21170333,69.5894643624,1095.8592618,-10.0215870611,635.143662872,52.1915035242,426.856695073,3.31124098457,319.010587021,4.56392185131,150.307296832,-3.4995732282,184.245958233,2.9332555787,157.064093441,-6.57508449874,146.18902588,-2.6162508695,130.812092289,-1.72382596193,100.320458257,-6.93970094831,96.3893411003,-5.81383651947,85.4188617993
1920,00048,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2672.30751013,834841.603607,5605.67700763,2027783.09586,0.111108209181,0.00503945781737,3.7340211858,2296.06894435,21.5272057447,27.1525709751,-123.821357216,3870.8206225,66.2381884955,1023.77461373,8.16315029417,476.279602388,49.791421689,294.360219487,8.52941254565,227.807914433,25.9052199084,193.627146549,-5.41079830963,166.355810388,12.8967709282,97.0524833562,-2.5431353347,72.8467898921,6.77326614853,80.2485003579,-3.59247934489,74.5423139867,7.65135546939,65.7230329469,-2.03873985845,54.2812810747
1960,00049,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2323.15556002,557995.073006,5452.23206986,3431236.88887,0.0807931352955,0.00242593766362,1.57695896033,2374.92691167,24.6127522411,24.0761753915,-121.450237497,4123.85176843,89.5935967892,740.418383645,23.8011003801,434.765043048,32.7574141179,335.318111153,8.84219350143,139.342434219,-2.63653392943,113.653465911,6.61646544782,81.1921133204,1.75602414985,54.9009344792,-2.96361416583,55.1705550167,-3.11412811405,57.1513798906,-0.703839746521,44.5965783546,-5.44122945579,41.8706747645,-6.55674499381,43.8624621157
2000,00050,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2957.34810892,1842345.15677,5873.99073401,5275899.12303,0.127166984617,0.00872713346606,1.62827076388,1952.88529757,22.5353597287,24.850887955,-104.723786433,5361.42404203,66.3085571033,1921.86633613,-2.28368600229,436.492903944,24.6353952111,330.985836654,8.44902730284,186.771818131,6.79819727316,198.801142564,1.69436355301,174.400991531,5.19758279661,158.257349137,1.07600754206,141.711783148,2.20873528884,100.92525353,2.97629989413,81.1775697304,4.59785496197,64.1559801824,4.23297143827,87.5499410136
2040,00051,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",4279.71637321,2493823.12978,7680.9269395,3499031.96419,0.275169952156,0.0286574392393,-0.390278784128,2906.32156628,16.9119769534,25.7148446135,-155.129296285,6083.98623638,-1.68200967096,2513.53301412,22.4484208997,763.157356721,30.3912561736,397.352792958,2.14076465363,184.595862582,28.59003828,103.503955099,16.9827781859,130.844802194,13.4005655426,142.991826231,8.45189512713,68.9714581133,6.48014889672,92.49572348,9.79240726682,59.782845797,10.8899584899,59.0930030674,2.16944824589,65.7849611867
2080,00052,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3288.90756699,1510716.60665,7286.35185774,3872844.10977,0.134163789971,0.00971497939216,7.14464222408,1485.92040184,15.8696055953,17.3316943994,-85.2214647189,3301.96272954,60.9154253649,1177.65617197,34.829833713,594.745345268,19.8132957655,419.572891381,16.7420195209,333.447331215,7.98630645899,202.16132418,9.32638693904,131.438525001,11.3818334727,118.235806361,1.4079006725,135.327262372,-0.0756564952865,90.0693770476,6.42620050903,92.3119871768,3.64357145355,73.0898054207,5.70469625718,81.7653592532
2120,00053,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2003.54935635,1519429.74615,4158.72921966,6665087.5887,0.0897336028343,0.00751314410051,-4.09964820902,6718.39877587,21.2769950331,33.2112063305,-251.528674123,7635.92847,105.902783985,1209.70530728,2.30770969596,1200.4164365,32.5367996391,285.945570786,16.6109241651,248.273359039,8.30441427529,146.341793265,10.3979269819,140.028444536,5.51235411041,93.932770079,0.872186767501,100.531563589,8.36995368958,72.9870924396,-0.650134435432,88.2471983145,9.91712031014,69.3028919536,-1.84879177909,63.5974256602
2160,00054,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2537.05170698,1656177.59546,5469.14982286,7352524.68249,0.101229030402,0.00670840635315,0.0728049731338,4010.01359884,19.3750780356,21.2423628541,-182.181301953,6252.69376429,83.6460292104,1618.38283004,4.75827680112,935.316171378,12.6726616789,416.844004168,30.0732197645,236.148198529,17.1985824729,171.02553906,6.09566111851,142.889695496,7.68473327707,121.631547808,7.14268117854,90.7224352863,8.8887461203,72.7491832472,-2.17255635043,99.6725252712,5.69596564442,63.3891268491,1.44376568775,73.1799514482
2200,00055,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2525.47531438,1019135.06997,5594.76852062,4957632.9902,0.0821254996366,0.00293751630436,3.53885138976,2513.17618816,20.4052264433,18.4146386869,-130.474330107,4248.68787628,84.2857551088,1139.60368317,29.3842031982,697.038395214,23.8963994207,315.994536833,8.33356256388,142.858065642,13.877560965,74.3999475139,2.22569552145,63.54393567,2.90732220047,61.0394252854,2.57524029195,46.8729423937,0.120205697783,56.0322112768,2.36128304566,45.9057429541,2.764446772,31.4963577444,3.747723388,39.1630187203
2240,00056,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2174.46682934,914088.718167,4661.48778161,4685324.37637,0.0831228803295,0.00307037190128,0.119800283835,3549.87029445,18.8831364138,18.8409017624,-162.489334244,6086.95569456,98.4556769687,1061.03561784,-1.52531404218,561.354494245,20.8086264627,364.083603607,12.0418085969,318.57114361,11.7092675986,187.831269311,6.12508643899,139.418549842,4.9799208786,103.248201853,1.72634808098,115.106056535,3.0504117789,84.7045067387,-0.882530364876,72.8969378938,4.11419418686,67.7395638704,3.44324134953,67.6501245684
2280,00057,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2172.76930103,1073814.27824,4781.28917605,5822073.38136,0.0789914153343,0.00326899213492,0.250751701278,4052.05159752,19.1496633863,15.40790667,-177.180116148,6611.16560445,98.1494490044,1617.238395,14.7174991476,680.623446974,21.1143047422,493.706539174,14.9362667635,257.273870551,10.1930582267,135.564337748,4.95045756653,153.797898047,0.849099743764,122.905689824,4.85410155646,135.299095177,6.89480400337,110.931143263,3.55819998229,69.9838529753,-0.35582570671,79.5595766472,0.57847323421,84.4710116671
2320,00058,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2632.49770989,1323832.57954,5700.81537291,5767437.61591,0.112029508842,0.00785046054182,-2.32315756883,3608.7081165,18.2395425983,15.8220782559,-169.349265521,6955.39438498,83.8813482695,1057.77094204,11.2026824074,779.025276837,12.1899795145,297.005912269,21.1431873395,316.207150963,9.57953777837,182.291568264,0.921325359846,180.825864008,2.18485356936,122.805867208,0.887105903276,110.46814573,1.62430452526,140.936030348,-0.418199128954,103.878880559,0.773101452592,81.4045828333,-4.82100986468,94.1383139772
2360,00059,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2671.92745471,824635.691733,5700.89883494,3193614.6319,0.117396817466,0.00378014282455,1.04877656566,1713.29255081,18.4944776947,17.1921339257,-93.5735591266,3895.22271723,80.1832143455,755.132218897,-0.254875477936,398.21612944,15.2795748621,347.228896823,4.38506494922,275.740409726,9.05816895969,132.571870076,1.70093873064,318.610737347,2.55007486435,117.665332769,-4.29737960494,119.602880993,1.01321045841,125.223083316,-1.67983518109,88.0263527224,-2.99678425237,71.9621270295,2.26628182661,75.9023678137
2400,00060,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2396.3737307,860658.734142,4794.26752135,2213497.27002,0.118424479167,0.00605502222244,-15.9618628586,8023.61638277,21.2103583456,10.9465879221,-301.321698906,5550.0439186,77.2119608984,1142.69549699,-13.5241620121,524.871937858,39.2760120137,444.128178778,1.57533149792,255.713227437,16.8920565752,90.727805444,-7.25924247801,219.581244074,-3.61403429243,75.6095611912,1.16674247219,80.6427671547,-3.25935003605,64.6394477627,-8.44968482047,77.3343368429,-3.60898417498,58.5688132298,-2.58916389939,95.9574318895
2440,00061,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3122.25995894,1224753.48091,6471.71239099,4409986.98268,0.133424176357,0.00657593882648,2.69305846443,1260.52040314,25.9187397751,27.9455608811,-73.9626180418,3057.68621363,58.0409406829,1042.79800232,9.1909493945,716.370032847,29.2867934288,354.521547481,12.5319441797,262.013389268,-0.173886912244,154.176966494,0.197630284321,173.191939302,1.3943057195,136.792033457,-5.08947732939,197.641867757,1.34971652807,129.197893743,2.86337916192,113.792139441,-1.53396290842,81.4040093563,0.914045849599,81.8780691288
2480,00062,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2114.194412,1135953.50312,4786.92286292,6034833.91504,0.0609303082607,0.00292862099643,-2.94716089073,6970.05142733,19.5772062943,19.6687811504,-265.626424428,7501.85693123,80.5887610975,1148.19912939,9.6592566879,667.211015493,36.6604374942,369.959626652,27.8294391859,193.718316547,12.0831806566,163.511751322,15.0009344377,135.351722537,15.1155210666,122.604026489,6.56376660076,74.8785225034,6.30632066277,71.9211352674,7.50742085169,97.4050369886,5.65284574305,69.7651759738,4.34544836334,53.9267056709
2520,00063,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1911.22162137,504627.083742,3940.99348201,2734910.23915,0.0834468871124,0.00222766878055,-1.35446582937,3788.51961645,17.2828642125,21.5311024865,-168.471095024,4102.76124105,109.518678953,818.341332586,-20.6720413135,648.863936745,38.9623056968,323.979517464,7.96902656481,233.375247964,0.316912201288,128.211293746,6.01746128354,103.915581206,4.07627982352,77.8623320116,-1.35653642532,85.3546605402,0.130816632772,84.5150687938,0.243390540047,62.264543686,0.357057361603,67.8582054126,5.29968792303,68.4936667658
2560,00064,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3092.04751039,1056793.62081,6967.64375908,3420752.30309,0.100867929385,0.0076234186801,6.71530913922,1170.01735072,28.0102877462,28.7869448324,-70.181498585,3143.44394985,54.4030524797,819.062017492,15.5817511839,750.368095224,19.8379704847,273.388271156,26.9850231868,203.053137849,13.2792278084,171.011342361,0.71579771676,190.416409615,10.0864357452,121.910505955,6.71250716338,112.369129261,-0.284498750974,119.56004762,3.0162916723,121.074524915,6.03876715604,66.4603534311,1.10819154872,84.1673431135
2600,00065,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2078.17470263,880502.761133,4359.34689544,4243607.12445,0.0826788850533,0.00276393661275,8.48792691892,1985.07502441,18.9599587045,23.315895754,-66.3358885112,6969.93976787,97.9687416076,1803.06881932,-18.8243142887,569.955690384,26.9891980883,305.289073695,14.0282226393,250.481635966,6.07434826406,239.085257583,9.45737339579,170.485297387,10.5907628172,105.82421435,-0.128243630378,129.290631955,8.13909945407,104.987795334,10.5630085191,146.929512239,8.02410730605,109.279420764,3.7966342848,64.9117146039
2640,00066,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1629.50276094,335929.191498,3259.70964299,1429854.91749,0.0671000635901,0.00128390519839,3.39064405998,3459.00370438,24.0578519214,26.0592640725,-147.047923599,3539.49018868,120.082316551,955.329197724,-21.5329526278,428.435249964,39.6254736188,337.430945778,6.96212073242,177.582330001,15.0654608655,167.000334881,-1.01520338476,195.715687494,15.941736833,121.758186981,2.5264929266,127.603872176,4.53553782634,118.190361044,0.0117553976679,109.838188962,4.32590207014,96.1841748309,4.59765556948,67.827599084
2680,00067,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1728.76552206,272742.677993,3519.75228243,1937607.77447,0.0604916121609,0.00106146824932,4.36896740533,2844.2644717,18.0206580677,21.0266712964,-133.189614439,2465.20034445,117.044500064,563.390668122,-2.75556044913,324.622921377,22.5612569223,207.697567751,25.9342108968,181.41487773,0.334857433456,128.821517869,13.5410610436,108.344908203,3.39047935418,87.3162210006,4.52271462418,60.2227693073,0.540072681145,70.6983361989,-0.0828433898891,60.8697949623,5.10820312536,46.5671263033,-0.152761597567,48.4999793203
2720,00068,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2105.36581836,899063.181369,4382.46587709,3191931.20438,0.0778430081153,0.00311496770623,-0.0553329466074,4352.29796614,21.0216863415,24.002550572,-194.753870375,6088.420182,83.0367528439,1403.90003065,-0.764334615564,494.807146628,32.4303807251,374.516679494,2.8497637329,216.782088227,23.1517492296,147.405099712,2.93287309277,291.485705436,14.2019264929,98.9179178741,8.52926434526,110.539494576,10.4466032146,157.135454161,7.04801451876,110.575152563,8.77743743195,80.6707171913,1.39411105694,63.3091059447
2760,00069,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2460.97966664,950276.04393,5285.91728743,3091897.05459,0.0804021317829,0.00316453793023,3.09920989173,2879.51199832,23.3153237291,24.7580210174,-142.688880339,4468.3245668,83.6466345705,994.111934863,21.8605095389,627.976730202,33.8584612331,296.771838291,4.63523217357,292.2037653,4.14468303504,187.312386239,1.91223974377,123.123819271,21.8256190412,83.0837427917,-5.93994507227,83.814329503,0.50138860075,96.0387983888,17.4192336368,83.9753537002,-11.4362870717,68.8029489873,10.5508395017,72.0777707
2800,00070,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2288.58349436,570855.718421,5005.79368414,2516576.26229,0.0609439347141,0.0011824090307,0.0847435006303,2551.6271828,29.1816449542,31.0560583346,-136.824333487,5031.46763041,75.6382526632,747.550893221,-5.33769346677,498.60601248,23.4136311501,414.533185396,0.717834979246,218.828792988,12.3000741495,124.720864271,4.49597317776,167.081051518,5.16363169692,118.635850491,-0.102477330592,82.869616469,9.0028343151,107.963355473,4.91178542862,116.023828155,2.31239865473,93.4982453258,5.40975357761,92.2510508261
2840,00071,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3107.14002473,1816296.75211,6388.70105832,4789742.74894,0.121725866037,0.0108934628062,2.7110959603,2958.62590274,26.8910215594,27.3756628882,-141.730596599,8540.94534478,44.2606221304,2172.42805578,21.6944925431,598.093539377,43.2927073995,398.509174542,21.7754473951,384.190120196,11.168099071,258.880068065,3.53891616453,207.165260394,15.000097959,107.471207145,-1.77574279302,116.430171681,6.44370848108,99.3335611551,6.89890233886,127.030463478,0.695399529842,112.681978707,3.98219386308,98.0197671879
2880,00072,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3080.11480878,1278172.92884,6565.46528661,4647494.22725,0.13583984375,0.00749200783959,-1.39317762577,1840.11806972,25.9634032994,31.9916043564,-93.8775204053,6238.98627333,68.3801647351,1061.61786904,3.90770684685,739.859675846,7.6539923811,508.666914969,12.773503876,393.935313814,-3.18008721466,209.891307055,-3.89117785852,189.702499652,3.8268393024,141.736214551,-6.11476060108,165.533093406,-0.326354971757,127.083104604,0.381419619672,153.882361492,-4.65124649551,87.2258888494,-2.99378834943,94.6566531209
2920,00073,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2154.29389011,659009.5068,5077.37906523,3344826.09225,0.0510999576066,0.000873258948419,8.43306677641,1874.0192015,24.900286424,23.9867594469,-105.821881992,1977.78699424,87.9298697224,753.272039936,19.3784947342,487.328634635,30.659918946,246.691596919,10.0264664881,212.738277882,18.0292685731,103.38225556,3.65424273314,90.3762581154,8.95221650491,74.8046547587,5.85857625134,70.1424632673,8.8862050182,75.3511726639,5.63457983287,52.9573020511,10.5467776036,37.4522954799,5.8951336774,48.8888967351
2960,00074,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2149.15576269,654948.175803,5066.05326808,3333126.83273,0.0510628633721,0.000877094065926,8.42772858438,1875.67328391,24.8860187091,25.6467914437,-105.802238224,1976.80520172,88.1384626527,749.767619014,19.3075683271,485.358134951,30.5859528187,247.89265845,9.96413585511,214.15849413,17.9595483123,103.696889765,3.6790094999,91.4443303767,8.94327160447,74.8439009141,5.86572407216,70.8039211067,8.86530586466,75.7482310093,5.63694329216,54.2287952058,10.5200323319,37.0681560983,5.89675518938,48.9324643756
3000,00075,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2480.87178948,434376.206419,4845.17935819,2008920.95654,0.13501052265,0.00301821222544,2.77995762705,1431.11263154,20.3742494096,28.9717128715,-63.8251518607,2773.18441157,88.2648806756,703.278299781,-27.6401202477,573.21002279,18.5979460751,259.216986907,-3.5717296247,411.744046613,5.18868107727,124.421366282,0.967610384608,117.960310916,8.06477064741,124.479684778,-4.38997655105,89.0935286143,2.26619294405,74.2307441206,4.15954220646,94.4413590661,-2.21558647993,56.7292307973,10.2723899053,70.9447458563
3040,00076,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2453.62964571,1480137.32322,5049.81990371,5355864.12365,0.0883001756298,0.00583997224875,4.9679166631,2456.33312091,20.4986647968,33.9811802528,-105.750704176,9096.83196999,76.2195930092,1809.87291897,19.5133705725,737.807621216,36.6730647865,297.305020066,3.70380440649,237.836150205,11.6877566678,186.340779445,0.0790224445996,122.498501536,7.06993066332,119.495493777,7.64192414186,138.569931693,10.4630513235,126.224089433,1.00791903096,122.825835151,-2.21385876653,75.0002338916,-1.51195748355,87.8519483266
3080,00077,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1778.91694476,330509.385328,3822.4940952,1444805.87949,0.0609488553779,0.00131897366367,3.62461825106,3210.64456407,20.2780907985,23.239818779,-151.702967359,2675.01666536,105.09402925,751.653532457,-6.16565206861,498.120102237,47.9347044103,197.265844217,11.3373360508,231.464024745,15.0868503338,99.9634388517,11.6220723499,112.802574,6.59604125958,107.270681975,6.81585361728,59.6892329061,2.38837807535,57.6639554048,-1.0283439844,47.4775315034,-0.215095685601,42.4612251712,-0.64316898553,45.6200275159
3120,00078,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2317.61746654,1048918.86214,4677.99657068,4178408.98568,0.093894591812,0.00279974547109,2.07295501247,4009.143211,18.8437376183,14.7028452098,-175.493432874,6918.99104112,78.0228782988,1635.91666163,-2.6118939745,1202.82320646,52.885546517,429.042972857,15.8545817725,248.996452506,24.7759008517,158.849559356,5.28298616724,106.355321694,8.65322039929,120.186141755,6.67136085368,88.5400079806,9.82238834995,109.787958901,-3.36205296604,151.694331631,4.09973426162,92.9834446781,2.34719750515,78.7318360656
