,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mel1 mean,mel1 var,mel2 mean,mel2 var,mel3 mean,mel3 var,mel4 mean,mel4 var,mel5 mean,mel5 var
1802,00053,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2003.54935635,1519429.74615,4158.72921966,6665087.5887,0.0897336028343,0.00751314410051,0.0630546808243,0.00184899778105,21.2769950331,33.2112063305,-251.528674123,7635.92847,105.902783985,1209.70530728,2.30770969596,1200.4164365,32.5367996391,285.945570786,16.6109241651,248.273359039,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
1836,00054,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2537.05170698,1656177.59546,5469.14982286,7352524.68249,0.101229030402,0.00670840635315,0.0969719067216,0.00217823917046,19.3750780356,21.2423628541,-182.181301953,6252.69376429,83.6460292104,1618.38283004,4.75827680112,935.316171378,12.6726616789,416.844004168,30.0732197645,236.148198529,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
1870,00055,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2525.47531438,1019135.06997,5594.76852062,4957632.9902,0.0821254996366,0.00293751630436,0.112933002412,0.000662913313136,20.4052264433,18.4146386869,-130.474330107,4248.68787628,84.2857551088,1139.60368317,29.3842031982,697.038395214,23.8963994207,315.994536833,8.33356256388,142.858065642,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
1904,00056,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2174.46682934,914088.718167,4661.48778161,4685324.37637,0.0831228803295,0.00307037190128,0.100829139352,0.00246354145929,18.8831364138,18.8409017624,-162.489334244,6086.95569456,98.4556769687,1061.03561784,-1.52531404218,561.354494245,20.8086264627,364.083603607,12.0418085969,318.57114361,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
1938,00057,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2172.76930103,1073814.27824,4781.28917605,5822073.38136,0.0789914153343,0.00326899213492,0.103236362338,0.00230174255557,19.1496633863,15.40790667,-177.180116148,6611.16560445,98.1494490044,1617.238395,14.7174991476,680.623446974,21.1143047422,493.706539174,14.9362667635,257.273870551,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
1972,00058,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2632.49770989,1323832.57954,5700.81537291,5767437.61591,0.112029508842,0.00785046054182,0.0911173000932,0.00155942793936,18.2395425983,15.8220782559,-169.349265521,6955.39438498,83.8813482695,1057.77094204,11.2026824074,779.025276837,12.1899795145,297.005912269,21.1431873395,316.207150963,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2006,00059,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2671.92745471,824635.691733,5700.89883494,3193614.6319,0.117396817466,0.00378014282455,0.126433029771,0.00196778983809,18.4944776947,17.1921339257,-93.5735591266,3895.22271723,80.1832143455,755.132218897,-0.254875477936,398.21612944,15.2795748621,347.228896823,4.38506494922,275.740409726,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2040,00060,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2396.3737307,860658.734142,4794.26752135,2213497.27002,0.118424479167,0.00605502222244,0.0259207263589,0.000341705599567,21.2103583456,10.9465879221,-301.321698906,5550.0439186,77.2119608984,1142.69549699,-13.5241620121,524.871937858,39.2760120137,444.128178778,1.57533149792,255.713227437,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2074,00061,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3122.25995894,1224753.48091,6471.71239099,4409986.98268,0.133424176357,0.00657593882648,0.181329116225,0.00289867282845,25.9187397751,27.9455608811,-73.9626180418,3057.68621363,58.0409406829,1042.79800232,9.1909493945,716.370032847,29.2867934288,354.521547481,12.5319441797,262.013389268,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2108,00062,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2114.194412,1135953.50312,4786.92286292,6034833.91504,0.0609303082607,0.00292862099643,0.0574202053249,0.000938599987421,19.5772062943,19.6687811504,-265.626424428,7501.85693123,80.5887610975,1148.19912939,9.6592566879,667.211015493,36.6604374942,369.959626652,27.8294391859,193.718316547,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2142,00063,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1911.22162137,504627.083742,3940.99348201,2734910.23915,0.0834468871124,0.00222766878055,0.0974548235536,0.00222399784252,17.2828642125,21.5311024865,-168.471095024,4102.76124105,109.518678953,818.341332586,-20.6720413135,648.863936745,38.9623056968,323.979517464,7.96902656481,233.375247964,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2176,00064,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3092.04751039,1056793.62081,6967.64375908,3420752.30309,0.100867929385,0.0076234186801,0.267991155386,0.00732985185459,28.0102877462,28.7869448324,-70.181498585,3143.44394985,54.4030524797,819.062017492,15.5817511839,750.368095224,19.8379704847,273.388271156,26.9850231868,203.053137849,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2210,00065,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2078.17470263,880502.761133,4359.34689544,4243607.12445,0.0826788850533,0.00276393661275,0.298361718655,0.0146167660132,18.9599587045,23.315895754,-66.3358885112,6969.93976787,97.9687416076,1803.06881932,-18.8243142887,569.955690384,26.9891980883,305.289073695,14.0282226393,250.481635966,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2244,00066,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1629.50276094,335929.191498,3259.70964299,1429854.91749,0.0671000635901,0.00128390519839,0.129168137908,0.00266406615265,24.0578519214,26.0592640725,-147.047923599,3539.49018868,120.082316551,955.329197724,-21.5329526278,428.435249964,39.6254736188,337.430945778,6.96212073242,177.582330001,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2278,00067,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1728.76552206,272742.677993,3519.75228243,1937607.77447,0.0604916121609,0.00106146824932,0.140158236027,0.00196305452846,18.0206580677,21.0266712964,-133.189614439,2465.20034445,117.044500064,563.390668122,-2.75556044913,324.622921377,22.5612569223,207.697567751,25.9342108968,181.41487773,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2312,00068,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2105.36581836,899063.181369,4382.46587709,3191931.20438,0.0778430081153,0.00311496770623,0.0953652188182,0.00178783549927,21.0216863415,24.002550572,-194.753870375,6088.420182,83.0367528439,1403.90003065,-0.764334615564,494.807146628,32.4303807251,374.516679494,2.8497637329,216.782088227,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2346,00069,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2460.97966664,950276.04393,5285.91728743,3091897.05459,0.0804021317829,0.00316453793023,0.125822454691,0.00150032690726,23.3153237291,24.7580210174,-142.688880339,4468.3245668,83.6466345705,994.111934863,21.8605095389,627.976730202,33.8584612331,296.771838291,4.63523217357,292.2037653,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2380,00070,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2288.58349436,570855.718421,5005.79368414,2516576.26229,0.0609439347141,0.0011824090307,0.149010002613,0.00180067040492,29.1816449542,31.0560583346,-136.824333487,5031.46763041,75.6382526632,747.550893221,-5.33769346677,498.60601248,23.4136311501,414.533185396,0.717834979246,218.828792988,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2414,00071,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3107.14002473,1816296.75211,6388.70105832,4789742.74894,0.121725866037,0.0108934628062,0.151162132621,0.00488694012165,26.8910215594,27.3756628882,-141.730596599,8540.94534478,44.2606221304,2172.42805578,21.6944925431,598.093539377,43.2927073995,398.509174542,21.7754473951,384.190120196,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2448,00072,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3080.11480878,1278172.92884,6565.46528661,4647494.22725,0.13583984375,0.00749200783959,0.143247514963,0.00474364170805,25.9634032994,31.9916043564,-93.8775204053,6238.98627333,68.3801647351,1061.61786904,3.90770684685,739.859675846,7.6539923811,508.666914969,12.773503876,393.935313814,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2482,00073,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2154.29389011,659009.5068,5077.37906523,3344826.09225,0.0510999576066,0.000873258948419,0.192391976714,0.00130076229107,24.900286424,23.9867594469,-105.821881992,1977.78699424,87.9298697224,753.272039936,19.3784947342,487.328634635,30.659918946,246.691596919,10.0264664881,212.738277882,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2516,00074,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2149.15576269,654948.175803,5066.05326808,3333126.83273,0.0510628633721,0.000877094065926,0.19241964817,0.00130049197469,24.8860187091,25.6467914437,-105.802238224,1976.80520172,88.1384626527,749.767619014,19.3075683271,485.358134951,30.5859528187,247.89265845,9.96413585511,214.15849413,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2550,00075,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2480.87178948,434376.206419,4845.17935819,2008920.95654,0.13501052265,0.00301821222544,0.170998096466,0.00664851441979,20.3742494096,28.9717128715,-63.8251518607,2773.18441157,88.2648806756,703.278299781,-27.6401202477,573.21002279,18.5979460751,259.216986907,-3.5717296247,411.744046613,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2584,00076,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2453.62964571,1480137.32322,5049.81990371,5355864.12365,0.0883001756298,0.00583997224875,0.21034155786,0.0066224061884,20.4986647968,33.9811802528,-105.750704176,9096.83196999,76.2195930092,1809.87291897,19.5133705725,737.807621216,36.6730647865,297.305020066,3.70380440649,237.836150205,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2618,00077,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1778.91694476,330509.385328,3822.4940952,1444805.87949,0.0609488553779,0.00131897366367,0.116476982832,0.00152210297529,20.2780907985,23.239818779,-151.702967359,2675.01666536,105.09402925,751.653532457,-6.16565206861,498.120102237,47.9347044103,197.265844217,11.3373360508,231.464024745,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2652,00078,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2317.61746654,1048918.86214,4677.99657068,4178408.98568,0.093894591812,0.00279974547109,0.0944628119469,0.000977510819212,18.8437376183,14.7028452098,-175.493432874,6918.99104112,78.0228782988,1635.91666163,-2.6118939745,1202.82320646,52.885546517,429.042972857,15.8545817725,248.996452506,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2686,00079,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3003.79757898,1087892.34579,5296.30830987,1495909.05125,0.186365597747,0.01232331154,0.0806136503816,0.00264202570543,22.7315827861,32.3714088927,-155.760834678,4549.77408875,56.9751208304,1926.7706211,-35.1411442832,777.061161149,33.2801291724,225.048156188,-14.1861838846,157.659935808,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2720,00080,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2537.79102343,877462.016714,5259.41809366,2794333.59251,0.0942080002422,0.0049948213708,0.196210116148,0.0106073953211,19.4517374342,21.5555049369,-103.059149612,5837.78498003,67.2883830045,849.278605542,2.28737052491,719.203312938,28.4941291693,285.888658323,4.1708937105,220.169881032,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2754,00081,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2569.07116881,980774.67248,5318.90982694,3133330.81345,0.0995287518169,0.00564083199727,0.178341433406,0.00976578518748,20.0282661321,21.8557169516,-115.680452274,6247.76981454,67.0091235991,968.037136724,1.97613953512,878.471033352,29.1556700722,317.239680254,3.98755450443,256.068186446,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2788,00082,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2569.07116881,980774.67248,5318.90982694,3133330.81345,0.0995287518169,0.00564083199727,0.178341433406,0.00976578518748,20.0282661321,21.8557169516,-115.680452274,6247.76981454,67.0091235991,968.037136724,1.97613953512,878.471033352,29.1556700722,317.239680254,3.98755450443,256.068186446,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2822,00083,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1365.31732682,468716.209683,2560.76523892,2603408.43252,0.0711047268653,0.00275168440103,0.0565601177514,0.00106900092214,21.3533464508,11.555919318,-286.106042593,7585.80073189,138.752504704,1419.44360387,20.0039452225,1001.76275243,35.2311482658,438.945332505,-7.966893359,337.773763022,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2856,00084,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1789.68687295,426806.713046,3823.4038313,1685077.845,0.0760499939438,0.00151393757768,0.114226415753,0.00129972025752,17.3235302394,11.3794347677,-150.800925191,4215.98965827,111.692999409,838.210385009,2.87982412293,461.07793409,42.7611844826,203.777916143,-3.59675996864,252.12439611,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2890,00085,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1796.87629699,278590.720419,3439.76227516,450296.687273,0.0994326096172,0.00385306749025,0.119411982596,0.00358345359564,23.5032728355,33.7891315507,-175.346969382,8092.67515773,116.666552954,762.158793313,-55.1498797704,678.561264901,59.9565133214,251.273413463,1.92718418033,344.048584382,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2924,00086,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",4430.38283312,3043758.74452,7616.69456305,8687882.73798,0.25989394077,0.0126897065055,0.351202845573,0.014331009239,12.8782152402,46.0752653954,41.7175463008,14757.0602809,37.5082795823,4032.30370479,-8.06899336476,658.449911437,4.55386991158,243.70835305,9.04677483029,351.646061232,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2958,00087,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3294.42587777,2115796.39476,6905.58139535,4944149.08612,0.121816330547,0.012006795864,0.208426848054,0.0128758074716,22.7360861987,42.0686542623,-110.160696778,6239.02074322,48.5923337007,1531.08638596,29.6614486818,453.072382091,18.4629177541,430.566887012,-0.478797685104,211.896766443,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
2992,00088,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3882.78553006,486006.527733,8251.84893941,751359.225237,0.189508387839,0.00722757041472,0.119958736002,0.0017316529993,24.8748763524,26.7662997225,-75.1168976176,2526.3447835,44.8240629867,503.333004791,10.0650942613,322.393118141,1.13801472623,325.017366031,1.14731874764,186.193410262,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
3026,00089,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1051.21483966,296241.926625,2052.3729901,1333128.83367,0.0380087209302,0.000707007884893,0.151557087898,0.00395052693784,17.113138904,16.6065506024,-194.607911481,8202.78061995,157.169474029,1517.84582982,-14.1101026565,776.992666675,44.0194508484,436.286033039,3.48130655575,183.149045591,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
3060,00090,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2865.47214144,1352636.44677,5792.6569881,3568946.29017,0.130200763081,0.00967037641231,0.144534409046,0.00828891992569,22.9805728182,32.5392655687,-127.502883406,4932.22355363,66.044376139,1288.6176831,4.46796364504,869.268589034,30.1150007547,264.993741809,16.6655449409,187.052811737,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
3094,00091,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2315.08991733,313229.529743,4563.11943586,1252884.20908,0.123867868823,0.00232783880409,0.0687794834375,0.000939123157877,19.5795004003,25.7536989263,-159.919486799,2639.96929273,92.7736593765,631.386958082,-28.6628960418,547.779415727,31.5002813393,267.300884453,-6.61204833037,370.867679886,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
3128,00092,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2171.31896127,247343.890669,4308.87740734,1062445.49956,0.120001362645,0.00220900458217,0.092056773603,0.00171088834759,15.8509769616,15.9017515717,-138.156717349,2630.38469156,101.438960207,606.376781376,-35.2628859321,515.84087886,36.2087353901,259.63823126,-9.49050012038,355.683064282,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
